regiao;estado;municipio;codigo_mun;capital;porte;populacao;area;densidade_dem;pib;pib_pc;participacao_transf_receita;servidores;comissionados;comissionados_por_servidor;perc_pop_econ_ativa;taxa_empreendedorismo;anos_estudo_empreendedor;jornada_trabalho;gasto_pc_saude;hab_p_medico;exp_vida;gasto_pc_educacao;exp_anos_estudo;nota_ciencias;nota_humanas;nota_linguagem;nota_mat;nota_redacao;idhm;ranking_igm;indice_governanca
NORDESTE;PB;NOVA OLINDA;2510204;0;Pequeno porte 1;5971,0;84,25;70,87240356083086;34049,53;5620,59;88,0;283,0;56,0;0,1978798586572438;0,68;0,28;4,85314021057607;39,1717322825596;526,04;1507,0;69,61;726,62;7,99;446,85535714285714;485,83214285714286;458,9;428,5055555555557;478,1481481481482;0,31;;
NORDESTE;PB;GUARABIRA;2506301;0;Médio porte;58529,0;165,74;353,1374441896947;630852,22;10993,71;77,0;1438,0;194,0;0,1349095966620306;0,85;0,16;4,51502250205983;39,7595005670528;481,52;1013,6842105263199;73,73;426,85;9,23;489,2536480686697;538,1293276108727;518,5505747126433;492,12557471264364;586,4080459770115;0,5489999999999999;;
NORDESTE;PB;AGUA BRANCA;2500106;0;Pequeno porte 1;10172,0;236,61;42,99057520814843;55097,55;5569,35;92,0;274,0;36,0;0,13138686131386862;0,73;0,18;4,68650214891478;35,0854574435629;387,86;1998,0;67,72;740,22;7,87;451,0905660377358;487,23396226415116;475,3207547169811;483,18867924528297;477,35849056603774;0,308;;
NORDESTE;PB;BREJO DOS SANTOS;2502904;0;Pequeno porte 1;6435,0;93,85;68,56686201385189;40371,08;6343,66;92,0;261,0;44,0;0,1685823754789272;0,67;0,21;4,95012135183731;36,589221686083896;511,04;2129,6666666666697;71,58;677,58;10,02;434,6583333333333;494,4958333333332;500,5083333333334;474,125;493,33333333333326;;;
NORDESTE;PB;CUITEGI;2505204;0;Pequeno porte 1;6815,0;39,3;173,40966921119593;39575,4;5739,72;89,0;229,0;77,0;0,33624454148471616;0,82;0,12;3,5138152528501294;35,3226195167613;418,25;1373,4;68,94;695,45;8,14;444,73333333333335;496,5861111111112;474,56571428571436;427,35428571428565;478,8571428571428;0,303;;
NORDESTE;PB;CASSERENGUE;2504157;0;Pequeno porte 1;7436,0;201,38;36,92521600953422;42534,24;5823,42;94,0;;54,0;;0,69;0,11;6,26370425436608;40,446312607050096;448,12;1225,0;68,81;830,51;8,79;443,925;491,7375;463,8565217391304;428,9260869565216;473,0434782608696;0,16899999999999998;;
NORDESTE;PB;MANAIRA;2509008;0;Pequeno porte 1;11094,0;352,57;31,466091839918313;51956,13;4720,28;96,0;264,0;147,0;0,5568181818181818;0,75;0,25;3,4542059840930004;34,3388934881504;324,05;1576,71428571429;66,85;673,71;8,25;441,82424242424247;498,96969696969705;479,71562500000016;455,07187500000015;466,25;0,239;;
NORDESTE;PB;BOA VENTURA;2502102;0;Pequeno porte 1;5410,0;170,58;31,715324188064248;30485,6;5436,09;97,0;180,0;94,0;0,5222222222222223;0,9;0,17;4,469139159480849;38,8872572051894;497,5;;72,38;773,96;9,13;441,5;478,1709677419353;476,8533333333333;445,35666666666674;431,33333333333326;0,3720000000000001;;
NORDESTE;PB;DESTERRO;2505402;0;Pequeno porte 1;8280,0;179,39;46,15641897541669;44860,64;5473,48;97,0;189,0;77,0;0,4074074074074074;0,83;0,21;4,7613726920814194;31,3635058750373;342,59;2056,25;68,43;534,01;8,96;437,13432835820913;506,7014925373133;490,24923076923073;430,4784615384616;534,4615384615385;;;
NORDESTE;PB;CABACEIRAS;2503100;0;Pequeno porte 1;5511,0;452,93;12,16744309275164;35197,17;6617,25;93,0;201,0;31,0;0,15422885572139303;0,84;0,28;5,830280512510233;38,521273767128896;553,1;1346,5;70,54;771,63;9,63;484,05238095238093;542,9809523809524;520,9642857142857;500,11190476190484;571,9047619047619;0,401;;
NORDESTE;PB;CONDADO;2504504;0;Pequeno porte 1;6743,0;280,92;24,00327495372348;41457,23;6177,5;96,0;278,0;16,0;0,05755395683453238;0,74;0,22;5,94851484437612;33,451953745782596;522,31;2240,6666666666697;71,16;695,82;9,08;439,976;530,2119999999999;493,67200000000014;443,124;510,4;0,36;;
NORDESTE;PB;LUCENA;2508604;0;Pequeno porte 1;12965,0;88,55;146,4144551101073;134669,44;10808,14;81,0;525,0;135,0;0,2571428571428571;0,69;0,13;4,73264669482897;36,8424298684579;416,2;1148,63636363636;69,03;737,38;8,08;449,3205128205127;484,52051282051286;470,8307692307692;430,0051282051282;483,58974358974365;0,33399999999999996;;
NORDESTE;PB;JURU;2508000;0;Pequeno porte 1;9880,0;403,28;24,499107319976197;54341,92;5478,57;89,0;354,0;55,0;0,1553672316384181;0,6;0,25;4,63272989751487;36,265118510802296;512,06;1238,25;70,45;653,36;8,2;452,22954545454536;492,72045454545446;489,3418604651162;464,51395348837207;451,62790697674416;0,303;;
NORDESTE;PB;SANTANA DE MANGUEIRA;2513505;0;Pequeno porte 1;5191,0;402,15;12,908118861121473;32210,77;6086,69;94,0;289,0;40,0;0,1384083044982699;0,57;0,23;4,517551300534558;36,5281622529294;534,11;;70,36;977,79;7,85;453,63599999999997;495,51599999999996;484,55769230769226;452,3230769230771;476,15384615384613;0,22;;
NORDESTE;PB;NOVA PALMEIRA;2510303;0;Pequeno porte 1;4849,0;310,35;15,624295150636376;29248,63;6294,09;83,0;278,0;20,0;0,07194244604316546;0,94;0,25;4,428000243357451;38,026173336430396;711,39;2358,5;70,73;749,2;9,38;473,55238095238093;549,1190476190476;519,8121951219512;457,8780487804879;572,6829268292682;0,363;;
NORDESTE;PB;PIRPIRITUBA;2511806;0;Pequeno porte 1;10570,0;79,84;132,38977955911824;60955,58;5792,61;86,0;382,0;82,0;0,21465968586387435;0,73;0,34;4,49863768839135;39,4443745942018;338,31;2635,0;69,69;481,56;8,54;458,03684210526313;503,72368421052613;493,19459459459466;454,07027027027016;516,2162162162163;;;
NORDESTE;PB;TACIMA;2516409;0;Pequeno porte 1;10896,0;246,659;44,17434595940144;56456,22;5293,6;94,0;277,0;41,0;0,148014440433213;0,6;0,14;4,44852656205054;47,294087552577714;391,83;2686,25;68,58;639,63;8,56;448,4605263157893;490,7421052631579;481,89999999999986;431,2305555555557;487,77777777777777;0,124;;
NORDESTE;PB;CUITE DE MAMANGUAPE;2505238;0;Pequeno porte 1;6349,0;108,45;58,54310742277547;47294,0;7482,04;98,0;316,0;51,0;0,16139240506329114;0,69;0,24;4,1283352293801405;35,8381300675565;397,54;2110,3333333333303;65,96;1197,59;7,52;446,09767441860464;494,54651162790697;470,9348837209302;435,7255813953488;455,8139534883722;0,193;;
NORDESTE;PB;BORBOREMA;2502706;0;Pequeno porte 1;5399,0;25,98;207,8137028483449;46737,54;8823,4;95,0;275,0;67,0;0,24363636363636362;0,73;0,25;4,77742431908821;33,699445163548305;504,47;1777,33333333333;69,99;932,15;8,39;429,0466666666668;472,36666666666673;444,53333333333336;423,5866666666667;466,66666666666674;;;
NORDESTE;PB;CUITE;2505105;0;Pequeno porte 2;20337,0;741,84;27,414267227434486;138319,32;6814,1;80,0;671,0;176,0;0,26229508196721313;0,93;0,11;4,27050907143516;37,9214037978839;536,59;725,428571428571;70,96;557,11;9,15;482,9132275132277;539,0492063492063;513,8216931216926;483,1312169312168;555,6613756613757;;;
NORDESTE;PB;BARAUNA;2501534;0;Pequeno porte 1;4843,0;50,58;95,7493080268881;27654,9;6042,14;95,0;239,0;46,0;0,19246861924686193;0,52;0,28;4,7485902915494504;39,243529535273204;587,34;2334,5;68,05;829,65;9,12;479,52222222222224;521,9074074074074;510,7814814814815;463,1703703703704;554,074074074074;0,27399999999999997;;
NORDESTE;PB;ARARUNA;2501005;0;Pequeno porte 2;20237,0;241,3;83,86655615416494;116262,52;5915,76;94,0;695,0;148,0;0,21294964028776978;0,83;0,22;4,43950550220407;37,8653127654963;463,23;992,75;70,45;562,77;9,56;448,6991379310344;495,69137931034464;488,5263157894737;438,07456140350905;494,73684210526324;0,29600000000000004;;
NORDESTE;PB;CACIMBA DE AREIA;2503407;0;Pequeno porte 1;3731,0;220,38;16,92984844359742;23885,3;6502,94;96,0;209,0;83,0;0,39712918660287083;0,78;0,2;4,83267018274832;38,4596448106988;560,72;923,25;71,25;882,91;8,82;449,7058823529412;470,2058823529412;420,51764705882346;399,8470588235294;483,5294117647058;0,365;;
NORDESTE;PB;SAO JOSE DE PRINCESA;2514552;0;Pequeno porte 1;3897,0;158,02;24,66143526135932;18533,68;4545,91;92,0;156,0;50,0;0,32051282051282054;0,68;0,24;4,8155586593430995;42,36782166281979;504,11;4015,0;70,89;536,12;8,23;407,1833333333333;442,45;510,15000000000015;459,7166666666667;530,0;0,29100000000000004;;
NORDESTE;PB;AREIAL;2501203;0;Pequeno porte 1;6938,0;35,64;194,668911335578;40292,6;5908,87;94,0;234,0;44,0;0,18803418803418803;1,02;0,14;5,3320244309163;36,4775449387518;461,0;2286,6666666666697;71,75;799,79;9,73;460,8163265306122;521,822448979592;517,6916666666667;487,31041666666647;512,9166666666666;0,39399999999999996;;
NORDESTE;PB;RIACHAO DO BACAMARTE;2512754;0;Pequeno porte 1;4503,0;38,37;117,35731039874904;29469,36;6668,79;95,0;280,0;52,0;0,18571428571428572;0,81;0,18;4,66251477771845;35,80828048073771;392,19;2224,0;68,26;960,5;9,06;415,11999999999983;475,265;475,86500000000007;444,35;470,0;0,263;;
NORDESTE;PB;IGARACY;2502607;0;Pequeno porte 1;6182,0;192,26;32,15437428482264;40331,99;6494,68;95,0;322,0;83,0;0,2577639751552795;0,78;0,17;5,10086603384689;38,5135867351545;553,28;3100,0;72,65;697,05;9,23;447,76923076923066;479,3820512820514;476,0076923076923;457,47948717948714;466,66666666666674;0,39899999999999997;;
NORDESTE;PB;ARACAGI;2500809;0;Pequeno porte 1;17061,0;231,16;73,80602180308011;116706,93;6764,83;97,0;;139,0;;0,72;0,19;4,3723947023065195;38,4847801571809;434,2;954,777777777778;69,7;698,65;8,13;453,5360824742268;497,3103092783506;485,04687500000006;444,49166666666673;498,33333333333326;;;
NORDESTE;PB;MATINHAS;2509339;0;Pequeno porte 1;4517,0;38,12;118,49422875131165;39655,59;8905,37;98,0;98,0;73,0;0,7448979591836735;0,83;0,12;3,15793553459118;36,4300229414523;479,43;2237,5;69,81;761,02;8,34;429,1719999999999;502,892;478,9119999999999;429,5519999999999;480,0;0,23399999999999999;;
NORDESTE;PB;SANTANA DOS GARROTES;2513604;0;Pequeno porte 1;7067,0;353,82;19,973432818947487;43010,34;5966,2;96,0;283,0;74,0;0,26148409893992935;0,75;0,1;3,02708286927897;30,847736533434;486,67;1790,0;71,3;582,13;9,4;453,4729729729731;484,8405405405407;474,11714285714277;455,69714285714286;462,8571428571428;0,36;;
NORDESTE;PB;CAICARA;2503605;0;Pequeno porte 1;7288,0;127,91;56,97756234852631;50450,07;6907,18;96,0;302,0;30,0;0,09933774834437085;0,87;0,19;5,20374004572259;34,409572348866895;399,93;1824,5;68,96;829,27;9,08;436,17291666666665;497,53333333333313;489,6583333333333;458,9833333333333;485,41666666666674;0,35600000000000004;;
NORDESTE;PB;IMACULADA;2506707;0;Pequeno porte 1;11792,0;316,98;37,2010852419711;58612,12;5027,2;93,0;403,0;35,0;0,08684863523573201;0,79;0,19;4,85194993539066;36,507129327803;404,91;2341,0;67,87;681,18;8,98;430,06875;491,7781249999999;470,634375;433,2249999999999;477,5;0,272;;
NORDESTE;PB;JURIPIRANGA;2507903;0;Pequeno porte 1;10721,0;78,56;136,46894093686353;76485,54;7242,95;98,0;227,0;60,0;0,2643171806167401;0,56;0,23;4,74945640674775;34,2157625755086;495,7;558,736842105263;65,64;636,75;8,67;437,9681159420288;481,69565217391295;484,768656716418;437,27611940298516;508,95522388059686;0,251;;
NORDESTE;PB;NAZAREZINHO;2510006;0;Pequeno porte 1;7307,0;192,17;38,023624915439456;43313,79;5899,45;80,0;299,0;18,0;0,06020066889632107;0,59;0,28;5,6794570166334415;44,497736887815;395,4;1047,14285714286;69,83;521,38;8,92;447,58000000000015;495,4914285714285;469,9411764705882;463,42647058823525;515,2941176470588;0,284;;
NORDESTE;PB;BARRA DE SANTA ROSA;2501609;0;Pequeno porte 1;15286,0;775,66;19,707088157182273;96969,19;6531,23;87,0;535,0;30,0;0,056074766355140186;0,79;0,28;4,50961944965064;38,0186353354199;393,11;1666,55555555556;70,2;620,25;8,39;434,8217391304348;488,9492753623188;470,2536231884057;451,2072463768116;499,1304347826088;0,284;;
NORDESTE;PB;NOVA FLORESTA;2510105;0;Pequeno porte 1;10644,0;47,38;224,6517517940059;63732,97;5978,14;97,0;;35,0;;0,84;0,16;4,47135420331721;39,0189623269926;470,17;1775,83333333333;70,45;507,32;9,57;458,53582089552236;490,4164179104477;487,8805970149254;449,0985074626866;479,4029850746268;0,377;;
NORDESTE;PB;SERRA BRANCA;2515500;0;Pequeno porte 1;13637,0;687,54;19,834482357390115;87335,94;6513,23;;345,0;24,0;0,06956521739130435;0,89;0,15;5,16575616412564;40,8367909855754;;2697,6;71,22;;9,91;452,0655555555557;516,7577777777776;490,0471910112359;438,4303370786518;544,7191011235955;0,442;;
NORDESTE;PB;SAO MAMEDE;2514909;0;Pequeno porte 1;7738,0;530,73;14,579918225839881;58457,22;7500,28;88,0;361,0;176,0;0,48753462603878117;0,75;0,12;3,91733697619861;35,5785376274385;540,91;2591,3333333333303;70,87;729,52;9,4;456,9800000000001;518,9150000000002;507,1474576271185;462,2033898305085;520,0;0,473;;
NORDESTE;PB;PRINCESA ISABEL;2512309;0;Pequeno porte 2;23247,0;367,98;63,17462905592695;153006,59;6812,1;;714,0;137,0;0,19187675070028012;0,88;0,16;5,46278402166061;37,0246173480557;;947,25;68,19;;9,55;464,9055172413794;520,1358620689654;504,21048951048965;471,8853146853149;541,3986013986014;0,389;;
NORDESTE;PB;AREIA;2501104;0;Pequeno porte 2;22940,0;266,6;86,04651162790697;165409,06;7047,08;;649,0;40,0;0,061633281972265024;0,82;0,2;5,04781663899181;34,9017682806233;;2117,09090909091;70,34;;9,1;468,4403846153845;522,5384615384615;494,9487179487177;459,89551282051286;559,7435897435897;0,36;;
NORDESTE;PB;CACIMBA DE DENTRO;2503506;0;Pequeno porte 1;17153,0;168,11;102,03438224971744;91263,65;5324,29;;453,0;215,0;0,4746136865342163;0,81;0,27;3,8315414531782;35,8976664248168;;1558,6363636363599;71,59;;9,02;443,0367346938777;498,04795918367364;491,384210526316;447,2505263157897;543,3684210526316;0,289;;
NORDESTE;PB;SERRARIA;2515906;0;Pequeno porte 1;6123,0;65,3;93,76722817764166;56395,14;9069,66;;204,0;44,0;0,21568627450980393;0,8;0,18;5,73829608756104;35,73908851788629;;2061,6666666666697;71,71;;7,87;434,8684210526316;506,49473684210534;475,77368421052637;424,4210526315789;505,26315789473676;0,248;;
NORDESTE;PB;JUNCO DO SERIDO;2507804;0;Pequeno porte 1;7111,0;170,42;41,726323201502176;46642,49;6726,63;;268,0;86,0;0,3208955223880597;0,79;0,22;6,015530093089991;37,7142888080665;;;67,91;;9,44;435,8633333333333;479,2766666666666;484,52;452,01000000000016;487,33333333333326;;;
NORDESTE;PB;OLHO D'AGUA;2510402;0;Pequeno porte 1;6578,0;596,13;11,034505896364887;38362,42;5649,84;;353,0;74,0;0,2096317280453258;0,66;0,2;4,89482585252443;43,2337570560498;;;71,53;;9,39;428,27499999999986;462,9083333333333;452,14468085106387;431,99148936170235;413,61702127659566;;;
NORDESTE;PB;PILOES;2511608;0;Pequeno porte 1;6667,0;64,45;103,44453064391;49342,83;7192,83;;267,0;73,0;0,27340823970037453;0,85;0,29;3,4477927127912005;33,795359257967704;;1132,16666666667;70,99;;7,94;440,3460317460317;476,8777777777778;468,11428571428564;445,6873015873015;451,4285714285714;;;
NORDESTE;PB;SAO MIGUEL DE TAIPU;2515005;0;Pequeno porte 1;7131,0;92,53;77,06689722252243;44385,61;6368,09;;213,0;72,0;0,3380281690140845;0,77;0,22;5,62984677175889;40,114267835688295;;;68,26;;8,86;447,3000000000001;476,60909090909087;471,9064516129032;444,6;429,0322580645162;;;
NORDESTE;PB;TENORIO;2516755;0;Pequeno porte 1;3039,0;105,27;28,868623539469937;22344,21;7571,74;;220,0;15,0;0,06818181818181818;0,79;0,23;4,666383931165259;38,4468516089141;;993,666666666667;67,43;;8,16;442,95000000000016;492,96666666666664;484,99444444444435;453,0;563,3333333333334;;;
NORDESTE;PE;QUIXABA;2611533;0;Pequeno porte 1;6812,0;210,71;32,32879312799582;37359,97;5457,2;81,0;241,0;49,0;0,2033195020746888;0,74;0,15;4,26627151792132;37,7558294717026;462,1;854,375;70,14;1148,68;8,04;483,5390070921986;532,8950354609929;516,0258741258741;494,58321678321676;575,3846153846154;0,32;;
NORDESTE;PE;ITACURUBA;2607406;0;Pequeno porte 1;4807,0;430,03;11,178289886752088;43016,43;9264,79;89,0;301,0;50,0;0,16611295681063123;0,89;0,21;5,42120598619821;38,1170430542419;724,05;940,0;67,7;1204,83;9,42;450,4272727272728;488,10606060606057;493,18750000000006;445,09687500000007;461,25;0,363;;
NORDESTE;PE;GRANITO;2606309;0;Pequeno porte 1;7363,0;521,94;14,10698547725792;43376,56;6032,06;84,0;288,0;94,0;0,3263888888888889;0,64;0,14;5,7693958416511;41,8858263912701;523,89;805,666666666667;71,4;954,05;8,73;462,0196078431371;500,4274509803923;481,8490196078431;454,4352941176471;481,9607843137255;0,363;;
NORDESTE;PE;VERTENTE DO LERIO;2616183;0;Pequeno porte 1;7693,0;73,63;104,48186880347686;67762,55;8622,29;83,0;347,0;61,0;0,17579250720461095;0,66;0,13;3,58799905256916;32,649129160324996;460,48;1114,57142857143;68,54;830,3;9,11;458,41315789473686;521,8684210526317;498,92631578947373;457,1710526315789;517,3684210526316;0,28600000000000003;;
NORDESTE;PE;INGAZEIRA;2607109;0;Pequeno porte 1;4549,0;243,67;18,668691262773425;27278,85;5969,11;94,0;190,0;30,0;0,15789473684210525;0,91;0,24;4,24338963987033;35,384025780155895;695,07;912,6;70,96;871,79;8,98;431,61499999999984;472,035;472,78421052631575;453,5842105263157;492,6315789473685;0,39399999999999996;;
NORDESTE;PE;SANTA CRUZ;2612455;0;Pequeno porte 1;15032,0;1255,94;11,968724620602895;78846,44;5442,56;87,0;464,0;180,0;0,3879310344827586;0,79;0,22;4,0224540482817694;38,49698848412;401,36;;68,31;826,74;9,18;456,0882352941175;510,8058823529413;498,4470588235295;454,42941176470566;505,09803921568636;0,253;;
NORDESTE;PE;CEDRO;2604304;0;Pequeno porte 1;11607,0;148,75;78,03025210084034;66234,73;5849,57;81,0;458,0;40,0;0,08733624454148471;0,79;0,21;4,96414965983327;37,1495615642185;443,51;1038,2727272727302;68,0;780,07;9,81;448,2126436781611;493,72528735632164;479,3976190476192;438,9130952380953;465,4761904761905;0,41100000000000003;;
NORDESTE;PE;TAMANDARE;2614857;0;Pequeno porte 2;22850,0;214,31;106,62124959171294;208408,02;9453,33;78,0;345,0;207,0;0,6;0,7;0,22;6,44280997266981;38,16269461198429;442,51;1063,0;69,71;720,93;8,22;457,62187500000016;487,69583333333344;497,5510416666668;453,65937499999984;488,75;0,358;;
NORDESTE;PE;VENTUROSA;2616001;0;Pequeno porte 1;18067,0;335,48;53,85417908668177;109963,28;6299,82;87,0;475,0;71,0;0,14947368421052631;0,86;0,23;5,66159854842739;45,387653288057;517,18;929,789473684211;70,04;630,68;8,26;459,7721153846154;509,3048076923078;498,02403846153885;457,81923076923067;515,3846153846154;0,35600000000000004;;
NORDESTE;PE;CAPOEIRAS;2603801;0;Pequeno porte 1;19994,0;336,33;59,44756637825945;125772,14;6287,35;82,0;605,0;113,0;0,18677685950413223;0,97;0,24;4,30105628175349;40,8164830731436;382,55;4000,0;69,74;838,62;9,56;455,3504201680674;489,944537815126;488,8172413793103;460,8094827586206;473,44827586206895;0,253;;
NORDESTE;PE;ITAIBA;2607505;0;Pequeno porte 2;26362,0;1061,7;24,829989639257793;162298,96;6089,79;86,0;502,0;91,0;0,18127490039840638;0,82;0,37;3,14310400194525;39,0374550586271;292,99;1653,875;66,25;844,82;7,84;462,65056179775286;516,4752808988763;507,3647727272726;456,28181818181775;529,5454545454545;0,16;;
NORDESTE;PE;CANHOTINHO;2603702;0;Pequeno porte 2;24799,0;423,17;58,60292553819978;136251,81;5468,01;85,0;614,0;350,0;0,5700325732899023;0,75;0,28;4,3313647848876;37,2532882771987;396,23;1184,61904761905;68,48;616,78;7,84;451,5093220338984;511,89491525423705;496,431623931624;449,2162393162392;509,23076923076917;0,23399999999999999;;
NORDESTE;PE;POCAO;2611200;0;Pequeno porte 1;11266,0;204,33;55,13629912396613;66502,86;5905,59;97,0;408,0;38,0;0,09313725490196079;0,97;0,45;3,95649463601715;32,3909683039222;388,13;1126,3;65,59;782,19;8,34;463,47792207792213;500,78441558441557;492,6389610389611;462,4792207792207;514,2857142857143;0,203;;
NORDESTE;PE;BETANIA;2601805;0;Pequeno porte 1;12589,0;1244,07;10,11920551094392;59250,02;4765,54;88,0;418,0;76,0;0,18181818181818182;0,63;0,16;4,41304496897448;37,1910855727149;333,91;2497,4;69,53;793,19;8,78;441,62;482,4028571428572;488,2294117647057;443,5764705882354;400,0;;;
NORDESTE;PE;LAGOA DO CARRO;2608453;0;Pequeno porte 1;17654,0;69,67;253,39457442227643;200663,45;9460,79;94,0;504,0;65,0;0,12896825396825398;0,79;0,14;5,0163520547704685;41,360677281732286;459,9;615,964285714286;72,31;648,98;9,67;441,38807339449517;492,10366972477067;488,23761467889915;429,6596330275229;451,1926605504587;0,396;;
NORDESTE;PE;TACARATU;2614808;0;Pequeno porte 2;25003,0;1264,53;19,77256371932655;117999,81;4951,11;92,0;578,0;27,0;0,04671280276816609;0,84;0,32;4,73660620540964;34,9800413324771;324,9;1053,73913043478;67,63;677,22;9,19;458,50413793103445;496,2565517241381;492,32925170068006;446,04149659863947;509,2517006802722;0,31;;
NORDESTE;PE;TUPARETAMA;2615904;0;Pequeno porte 1;8159,0;178,57;45,69076552612421;57141,71;7029,36;88,0;239,0;44,0;0,18410041841004185;0,91;0,3;5,25861135489669;46,5971437446795;463,78;813,9;69,95;803,52;9,21;455,82888888888886;500,4133333333333;494,9177777777777;467,7866666666667;490,66666666666674;0,456;;
NORDESTE;PE;SAO JOSE DA COROA GRANDE;2613404;0;Pequeno porte 2;20654,0;69,34;297,8655898471301;181560,69;9233,62;91,0;418,0;144,0;0,3444976076555024;0,69;0,26;6,76861149432026;49,5884070036576;312,97;1052,89473684211;69,15;603,88;9,69;458,97720588235273;496,47867647058814;493,7518796992482;455,59022556390966;480,90225563909775;0,39399999999999996;;
NORDESTE;PE;MANARI;2609154;0;Pequeno porte 2;20681,0;344,73;59,99187770138949;87870,7;4440,61;90,0;614,0;7,0;0,011400651465798045;1,15;0,29;3,19496190879071;36,6492915219035;259,56;3982,0;65,89;810,53;7,8;433,61428571428576;469,1857142857142;456,5735294117646;428,8205882352941;437,05882352941177;0,105;;
NORDESTE;PE;SERTANIA;2614105;0;Pequeno porte 2;35521,0;2421,53;14,668825081663245;224037,3;6393,39;76,0;877,0;203,0;0,2314709236031927;0,71;0,21;5,65833228377357;39,04582175095661;342,01;1760,35;70,14;464,58;8,62;458,6287356321842;504,4471264367818;496,57730769230784;454,9511538461537;499,8461538461538;0,406;;
NORDESTE;PE;BUIQUE;2602803;0;Médio porte;57120,0;1320,87;43,244225396897505;298588,94;5402,56;94,0;968,0;154,0;0,1590909090909091;0,7;0,28;4,65780362634289;36,556324670501;153,3;5082,27272727273;69,75;611,15;7,95;449,8786982248522;486,1514792899409;480,4590361445785;440,30662650602426;417,5903614457832;0,2;;
NORDESTE;PE;IPUBI;2607307;0;Pequeno porte 2;30091,0;693,92;43,36378833294905;207566,65;6910,37;82,0;856,0;76,0;0,08878504672897196;0,85;0,33;4,4745889382373205;37,0479950864814;415,59;977,9333333333329;67,72;632,33;8,56;457,4543478260868;501,7972826086958;491,555;465,88500000000016;486,1111111111112;0,255;;
NORDESTE;PE;CAMUTANGA;2603603;0;Pequeno porte 1;8472,0;37,52;225,79957356076758;184164,5;21911,3;84,0;253,0;172,0;0,6798418972332015;0,78;0,16;5,07855337969037;40,292412600774796;496,84;766,1818181818179;70,58;733,81;9,29;457,19574468085113;509,1978723404257;493,3068181818182;443,93181818181824;470,45454545454544;0,389;;
NORDESTE;PE;BELEM DE MARIA;2601508;0;Pequeno porte 1;11941,0;75,14;158,9166888474847;62814,42;5333,65;94,0;167,0;57,0;0,3413173652694611;0,72;0,39;4,93038861453959;35,0556565879184;347,39;1690,42857142857;69,95;577,12;10,33;457,6794871794871;495,41794871794883;490,2102564102565;448,85641025641024;493,0769230769232;;;
NORDESTE;PE;CUSTODIA;2605103;0;Pequeno porte 2;36474,0;1404,13;25,976227272403552;284701,47;8003,08;78,0;792,0;83,0;0,10479797979797979;0,78;0,24;5,08237790670442;41,355649491368;294,15;;67,33;676,04;8,92;456,6995884773665;494,76090534979437;489,7761316872425;461,17818930041125;470,2057613168725;0,36;;
NORDESTE;PE;IBIMIRIM;2606606;0;Pequeno porte 2;28798,0;1906,44;15,105641929460145;186066,47;6598,8;86,0;645,0;103,0;0,15968992248062017;0,75;0,31;4,97476311629467;37,6128942797085;365,46;2184,8461538461497;67,33;541,17;8,53;453,22307692307686;498,6269230769232;498,22692307692313;451,7969230769233;494,6153846153846;0,26;;
NORDESTE;PE;RIACHO DAS ALMAS;2611705;0;Pequeno porte 2;20286,0;314,0;64,60509554140127;132687,95;6652,03;86,0;382,0;126,0;0,3298429319371728;0,87;0,34;4,51282272283122;41,146367927956206;362,03;2866,2857142857106;70,39;703,79;8,58;462,12203389830523;513,3652542372879;506,46068376068376;459,4538461538462;515,3846153846154;0,303;;
NORDESTE;PE;AGUA PRETA;2600401;0;Pequeno porte 2;36040,0;533,33;67,57542234638966;180862,8;5170,76;80,0;790,0;283,0;0,35822784810126584;0,54;0,16;4,30833500898434;26,9810777145989;324,61;1104,5;70,64;492,77;8,8;436,1280423280422;481,57989417989415;480,8280423280425;432,79788359788336;459,89417989417984;0,263;;
NORDESTE;PE;CHA DE ALEGRIA;2604403;0;Pequeno porte 1;13302,0;48,55;273,98558187435634;74733,96;5747,88;91,0;216,0;34,0;0,1574074074074074;0,7;0,19;5,71158315911538;39,220890573850106;343,06;1872,14285714286;70,69;752,74;9,18;451,96533333333343;489,5986666666667;476,4293333333332;443,40533333333343;454,66666666666674;0,384;;
NORDESTE;PE;VITORIA DE SANTO ANTAO;2616407;0;Grande porte;136706,0;335,94;406,93576233851286;2422615,43;18091,78;77,0;1734,0;651,0;0,3754325259515571;0,85;0,3;6,11895500152316;41,9834835123798;350,46;1847,5479452054801;71,07;479,94;9,41;479,9341723136502;529,2388189738622;516,5658488714423;479,49371933267935;565,6329735034348;0,47;;
NORDESTE;PE;PRIMAVERA;2611408;0;Pequeno porte 1;14657,0;113,11;129,58182300415524;133537,37;9404,04;93,0;253,0;133,0;0,525691699604743;0,79;0,24;4,33895577018659;41,32378621767229;311,51;2393,0;71,03;622,96;8,15;443,89841269841264;487,71587301587317;479,54531250000014;454,30937499999993;505,9375;0,327;;
NORDESTE;PE;RIBEIRAO;2611804;0;Pequeno porte 2;46877,0;289,73;161,7954647430366;331311,28;7171,24;82,0;996,0;202,0;0,20281124497991967;0,7;0,21;6,39103868813853;45,544871731390494;270,57;3571,7692307692296;67,68;539,35;8,72;462,4973880597016;504,6541044776122;493,5876404494381;458,1108614232209;494,3071161048688;0,379;;
